position_name,salary,work_exp,education,work_city,区域,商圈,company_name,company_size,industry,welfare,job_summary
Unity技术美术,8-12K,1-3年,大专,上海,浦东新区,康桥,泛境科技,0-20人,互联网,"['底薪加提成', '股票期权', '有无线网', '住房补贴', '节假日加班费', '节日福利', '全勤奖', '保底工资', '零食下午茶', '工龄奖', '交通补助', '带薪年假', '绩效奖金', '五险一金']","['技术美术', 'Unity']"
unity游戏开发工程师,20-40K·14薪,3-5年,本科,上海,杨浦区,江浦路,藏猫猫,20-99人,互联网,"['零食下午茶', '带薪年假', '五险一金']",['游戏引擎']
unity地编,18-25K,3-5年,大专,上海,,,某大数据公司,20-99人,大数据,"['五险一金', '全勤奖', '股票期权', '住房补贴', '零食下午茶', '包吃', '定期体检', '节日福利', '带薪年假', '补充医疗保险', '通讯补贴', '年终奖', '交通补助', '员工旅游', '餐补']","['Unity', 'APEX风格', '场景编辑', '游戏场景策划/文案', '渲染场景']"
资深游戏全栈开发工程师,25-35K,5-10年,本科,上海,浦东新区,张江,跳跃网络,100-499人,游戏,"['五险一金', '交通补助', '带薪年假', '定期体检', '补充医疗保险', '节日福利']","['前端开发经验', '后端开发经验', 'MMO/3D游戏经验', 'unity', 'cocos']"
C#,12000-15000元/月,5-10年,硕士,上海,普陀区,曹杨,上海育维信息科技...,100-499人,计算机软件,[],"['C#', 'C++', 'C#开发经验', '.NET开发经验', 'unity']"
仿真平台开发,10-15K,经验不限,本科,上海,闵行区,颛桥,姬械机(Machina),100-499人,智能硬件,"['节日福利', '定期体检', '绩效奖金', '股票期权', '餐补', '年终奖', '零食下午茶', '五险一金', '加班补助', '生日福利', '团建聚餐']","['C++', '游戏后端经验', 'unity']"
Unity动画师,15-25K,经验不限,大专,上海,浦东新区,张江,和湃智能,0-20人,移动互联网,"['员工旅游', '交通补助', '年终奖', '餐补', '定期体检', '带薪年假']","['2D动作设计', 'Q版', '卡通风', 'unity', 'Unity3D']"
unity高级开发工程师,29-35K,3-5年,本科,上海,闵行区,虹桥,岱劲信息技术,20-99人,互联网金融,"['年终奖', '餐补', '零食下午茶', '带薪年假', '定期体检', '五险一金', '股票期权', '员工旅游']","['C#', 'Kalman']"
游戏3d特效（外派上海）,10-12K,3-5年,本科,上海,徐汇区,漕河泾,萌动网络,20-99人,游戏,"['节日福利', '带薪年假', '年终奖', '加班补助', '五险一金']","['unity', 'PS', 'HOUDINI', 'AE', 'UE5', '末世', 'AI', '射击游戏', '写实']"
Unity 3D开发工程师,11-20K,3-5年,大专,上海,杨浦区,五角场,上海道纬智能,0-20人,计算机软件,['五险一金'],"['Unity3D', '汽车']"
资深引擎工程师,50-80K,5-10年,本科,上海,,,某大型互联网公司,500-999人,互联网,[],"['C/C++', 'Unity3D', '3D游戏客户端开发经验', 'Shader开发经验', '游戏引擎', '渲染']"
资深3d场景,40-60K·15薪,5-10年,大专,上海,,,某知名游戏公司,1000-9999人,游戏,"['六险一金', '节日福利', '零食下午茶', '员工旅游', '带薪年假', '补充医疗保险', '生日福利', '股票期权', '定期体检', '团建聚餐', '年终奖', '项目奖金']","['场景编辑', '模型制作', '二次元', '日韩', '欧美现代', 'RPG游戏', '卡牌/战棋', '动作冒险', 'Unity']"
unity特效师,11-22K,经验不限,学历不限,上海,普陀区,金沙江路,广州市码锋网络有...,0-20人,游戏,"['定期体检', '全勤奖', '股票期权', '带薪年假', '加班补助', '年终奖', '员工旅游', '补充医疗保险', '五险一金']","['MOBA游戏', 'Unity 3D', '第一人称', 'RPG游戏', '半写实', '写实', '第三人称']"
UI蓝图-大厂六险一金,13-16K,1-3年,学历不限,上海,徐汇区,漕河泾,武汉佰钧成技术,1000-9999人,计算机软件,"['补充医疗保险', '节日福利', '定期体检', '带薪年假', '五险一金']","['unity', 'PS', 'Fgui', 'UE4', 'Cocos']"
游戏特效师,11-19K,3-5年,大专,上海,宝山区,共康,星与游,20-99人,游戏,"['加班补助', '五险一金']","['unity', '写实特效']"
unity技术美术,8-10K,1-3年,大专,上海,浦东新区,金桥,盛之源装饰材料,20-99人,自动化设备,"['员工旅游', '节日福利', '包吃', '全勤奖', '社保']",['工作氛围融洽和谐']
TA leader (渲染向）,25-50K,3-5年,本科,上海,黄浦区,外滩,乐元素,500-999人,游戏,"['加班补助', '餐补', '通讯补贴', '意外险', '五险一金', '年终奖', '定期体检', '团建聚餐', '交通补助', '生日福利', '员工旅游', '股票期权', '带薪年假', '零食下午茶', '节日福利', '补充医疗保险', '住房补贴']","['渲染', 'shader', 'TA', '技术美术', 'unity', 'NPR']"
游戏音效设计师,13-15K,1-3年,本科,上海,杨浦区,五角场,微澜软件,100-499人,咨询,"['带薪年假', '定期体检', '五险一金', '年终奖', '员工旅游']","['Pro Tools', '游戏', '游戏音频制作', 'unity', 'Wwise']"
Android Unreal Qt Unity 应届生培训,2-3K,在校/应届,大专,上海,青浦区,赵巷,荷阁科技,20-99人,汽车零部件,"['五险一金', '保底工资', '年终奖', '定期体检', '绩效奖金']","['C++', 'Java', 'QT', 'OpenGL']"
游戏3D动作设计,15-30K,5-10年,学历不限,上海,浦东新区,上南,完美世界,1000-9999人,游戏,"['定期体检', '节日福利', '带薪年假', '员工旅游', '五险一金', '交通补助', '补充医疗保险', '年终奖', '餐补', '免费健身房']","['开放世界', 'unity', 'RPG游戏']"
Unity技术美术,18-25K·13薪,3-5年,学历不限,上海,闵行区,虹桥,途漾智能,20-99人,汽车研发/制造,"['五险一金', '带薪年假', '补充医疗保险', '定期体检', '年终奖', '员工旅游']","['unity', '技术美术', 'C#', 'Shader']"
游戏技术美术（TA）,30-60K·14薪,3-5年,本科,上海,徐汇区,漕河泾,趣糖网络,20-99人,游戏,"['定期体检', '绩效奖金', '节日福利', '企业年金', '带薪年假', '团建聚餐', '五险一金', '年终奖', '零食下午茶']","['unity', '技术美术']"
Unity游戏项目主程,10-15K,5-10年,本科,上海,黄浦区,外滩,谷制文化传播,0-20人,文化艺术/娱乐,[],"['Unity3D', 'C/C++', 'C#', 'Java', '计算机/软件工程相关专业', 'Unity3D开发经验', '软件开发经验', '手游开发经验', 'Shader开发经验']"
高级Unity开发工程师,26-50K,5-10年,本科,上海,长宁区,北新泾,上海跳珠网络,20-99人,游戏,"['节日福利', '零食下午茶', '项目奖金', '五险一金', '绩效奖金', '生日福利', '定期体检', '年终奖', '带薪年假']","['Unity3D', '修仙', 'GamePlay', 'Unity3D开发经验', 'MMORPG']"
UE4/Unity高级开发工程师,11-22K,3-5年,本科,上海,松江区,莘闵别墅,雷勤科技,20-99人,社交网络,[],"['UE4开发', 'U3D开发', 'C#', 'Lua', '游戏']"
游戏特效,15-30K,3-5年,学历不限,上海,浦东新区,三林,蜂果网络,100-499人,游戏,"['带薪年假', '节日福利', '五险一金', '生日会', '定期体检', '零食下午茶', '年终奖', '员工旅游', '股票期权']","['游戏', '光影特效', '技能特效', '场景特效', '视觉特效', 'unity']"
游戏特效师,15-25K,经验不限,学历不限,上海,长宁区,中山公园,灵心艺动,1000-9999人,游戏,"['带薪年假', '节日福利', '零食下午茶', '团建聚餐', '五险一金']","['unity', 'Messiah', 'UE4']"
Unity/UE 技术美术,30-55K·15薪,3-5年,本科,上海,杨浦区,东外滩,英语流利说,1000-9999人,在线教育,"['底薪加提成', '带薪年假', '五险一金', '节日福利', '意外险', '团建聚餐', '有无线网', '绩效奖金', '定期体检', '补充医疗保险', '零食下午茶']","['UE', 'Unity', 'Shader', 'C++', 'C#']"
Unity 策划,8-13K,1-3年,本科,上海,闵行区,吴泾,上海昊嘉,20-99人,游戏,[],['Unity']
系统策划,11-20K·14薪,1-3年,本科,上海,闵行区,虹桥,CMGE中手游,1000-9999人,互联网,"['通讯补贴', '节日福利', '加班补助', '餐补', '五险一金', '零食下午茶', '补充医疗保险', '带薪年假', '定期体检', '交通补助', '股票期权', '团建聚餐', '年终奖', '员工旅游', '生日福利']","['开放世界', '系统玩法设计', 'unity', '社交', '外观']"
游戏测试【3D派对社交游戏】,11-20K,经验不限,本科,上海,浦东新区,上南,炫稷网络,20-99人,游戏,"['年终奖', '生日福利', '意外险', '住房补贴', '团建聚餐', '五险一金', '带薪年假', '交通补助', '股票期权', '定期体检', '绩效奖金', '包吃', '节日福利', '补充医疗保险']","['手游测试经验', '丰富的游戏经验', '开发经验', '软件测试经验', 'Python', 'unity']"
Unity特效师,7-12K,1-3年,大专,上海,闵行区,漕宝路,三纪,0-20人,游戏,[],"['写实风格', 'unity', '二次元', '游戏特效']"
unity 主程序,15-20K,3-5年,学历不限,上海,松江区,松江大学城,洪丙旺畅网络科技公司,0-20人,游戏,"['团建聚餐', '节日福利', '上班看nba', '带薪年假', '有无线网', '五险一金', '零食下午茶', '生日福利', '全勤奖']","['独立游戏', 'steam']"
游戏UI设计师,10-15K,1-3年,学历不限,上海,浦东新区,张江,杭州一粹,100-499人,游戏,"['节日福利', '带薪年假', '节假日加班费', '零食下午茶', '交通补助', '年终奖', '住房补贴', '生日福利', '五险一金', '定期体检', '法定节假日三薪', '补充医疗保险', '加班补助', '餐补', '保底工资', '员工旅游', '绩效奖金', '团建聚餐', '股票期权', '全勤奖']","['UI', 'MMO手游', 'unity']"
unity客户端程序员,15-25K,3-5年,本科,上海,普陀区,武宁,ASeedGames,20-99人,游戏,"['交通补助', '带薪年假', '五险一金', '节日福利', '全勤奖', '年终奖']","['C++', 'C语言', 'Java', '计算机相关专业', 'C++服务端开发经验']"
u3d高级工程师,30-40K,5-10年,本科,上海,,,某大型互联网公司,10000人以上,互联网,[],['Unity3D']
（G企急招，反馈快！）Unity开发工程师,21-25K,3-5年,本科,上海,,,某大型计算机服务公司,100-499人,计算机服务,[],"['Unity3D', 'C#', 'Unity3D开发经验', '计算机/软件工程相关专业', '物联网', '可视化', '大屏']"
游戏UI专家,35-65K·15薪,5-10年,本科,上海,,,某大型游戏上市公司,1000-9999人,游戏,"['免费健身房', '年终奖', '员工旅游', '交通补助', '餐补', '节日福利', '带薪年假', '补充医疗保险', '定期体检', '五险一金']","['视觉设计', '游戏端', '平面设计', '界面设计', '游戏UI']"
高级Unity技术工程师（C#）,8-15K,经验不限,学历不限,上海,虹口区,四川北路,RessVR,20-99人,互联网,['五险一金'],"['C#', 'C/C++', 'Unity3D']"
地编,10-15K,3-5年,大专,上海,长宁区,中山公园,上海预言,100-499人,游戏,"['节假日加班费', '团建聚餐', '通讯补贴', '餐补', '节日福利', '生日福利', '全勤奖', '交通补助', '加班补助', '带薪年假', '绩效奖金', '五险一金']",['unity']
游戏主美（UI）,15-25K,3-5年,大专,上海,徐汇区,漕河泾,杭州苏游,20-99人,游戏,"['员工旅游', '团建聚餐', '五险一金', '年终奖']","['UI', 'Photoshop', 'unity']"
技术美术TA-动画向 / 渲染向（沪杭）,35-60K·16薪,3-5年,本科,上海,,,某500强上市公司,10000人以上,游戏,"['餐补', '免费班车', '包吃', '年终奖', '带薪年假', '员工旅游', '定期体检', '补充医疗保险', '股票期权', '节日福利', '五险一金', '交通补助']","['美术向TA', '动画向TA', 'UE4', '渲染', 'unity']"
游戏界面设计师,11-20K,5-10年,学历不限,上海,徐汇区,漕河泾,怪力视效,100-499人,游戏,"['五险一金', '年终奖', '零食下午茶', '带薪年假', '员工旅游', '定期体检', '节日福利', '餐补']","['界面设计', '图标设计', '界面设计', '射击游戏', '动作冒险', 'unity']"
Unity技术美术,15-22K,3-5年,本科,上海,徐汇区,漕河泾,拜伦文化,100-499人,广告/公关/会展,"['零食下午茶', '股票期权', '团建聚餐', '生日福利', '学习费用报销', '住房补贴', '有无线网', '年终奖', '员工旅游', '节日福利', '保底工资', '加班补助', '五险一金', '定期体检', '生日福利', '带薪年假']","['AR/VR', 'Unity技术美术']"
材质美术师/Material Artist,15-25K·13薪,1-3年,大专,上海,长宁区,新华路,维塔士,1000-9999人,游戏,"['补充医疗保险', '年终奖', '节日福利', '带薪年假', '五险一金', '零食下午茶', '餐补', '员工旅游', '定期体检']","['欧美风', 'SP', 'SD', 'UE4', 'unity', 'designer']"
unity特效师,15-20K,3-5年,大专,上海,闵行区,虹桥,云遮月科技有限公司,100-499人,游戏,"['绩效奖金', '年终奖', '股票期权', '节日福利', '底薪加提成', '五险一金', '生日福利', '交通补助']","['Unity 3D', 'Q版']"
Unity前端开发,15-25K,1-3年,本科,上海,静安区,汶水路,英雄电竞,1000-9999人,游戏,"['五险一金', '定期体检', '带薪年假', '节日福利', '年终奖']","['C/C++', 'C#', 'Unity3D', 'Unity3D开发经验', '3D游戏客户端开发经验', 'VR/AR开发经验']"
C/C++,35-45K,3-5年,本科,上海,徐汇区,龙华,索尼,10000人以上,电子商务,"['交通补助', '五险一金', '通讯补贴', '定期体检', '带薪年假', '公司假期', '年终奖']","['C', 'C++', '音视频经验', '游戏后端经验', 'unity', 'unreal']"
3D特效/引擎特效/2D特效,15-20K,3-5年,大专,上海,浦东新区,张江,高清艺术,100-499人,游戏,"['五险一金', '节日福利', '加班补助', '年终奖', '带薪年假', '全勤奖']","['写实', '科幻', '欧美现代', '第一人称', '第三人称', 'MOBA游戏', '动作冒险', '射击游戏', 'U3D', 'unity', '3D特效', 'UE4']"
游戏技术美术,20-30K·15薪,3-5年,本科,上海,徐汇区,徐家汇,四三三,20-99人,游戏,"['住房补贴', '餐补', '带薪年假', '零食下午茶', '定期体检', '五险一金']","['技术美术', 'shader', 'unity', 'TA']"
unity特效,13-18K·13薪,3-5年,本科,上海,嘉定区,江桥,罗藤树,20-99人,广播/影视,"['节假日加班费', '年终奖', '带薪年假', '节日福利', '五险一金', '零食下午茶', '保底工资', '加班补助', '底薪加提成', '有无线网', '绩效奖金', '团建聚餐']","['写实', '欧美现代', '魔幻']"
unity 3d开发工程师,7-12K,1-3年,本科,上海,普陀区,武宁,智幻科技,100-499人,企业服务,"['五险一金', '定期体检', '年终奖', '带薪年假', '员工旅游']","['c#', 'c++', 'Unity3D', ' Python', 'U3D开发', 'JavaScript', 'Java', 'PHP']"
客户端执行主程（MMO项目）,50-70K·14薪,5-10年,本科,上海,浦东新区,张江,欢乐互娱,500-999人,游戏,"['年终奖', '包三餐', '免费班车', '带薪年假', '员工旅游', '交通补助', '零食下午茶', '五险一金', '定期体检', '股票期权', '节日福利']","['C/C++', '手游开发经验']"
游戏界面拼接（第三方）,10-15K,1-3年,大专,上海,徐汇区,漕河泾,FunPlus,1000-9999人,游戏,"['带薪年假', '股票期权', '企业年金', '保底工资', '绩效奖金', '定期体检', '员工旅游', '零食下午茶', '年终奖', '补充医疗保险', '餐补', '加班补助', '五险一金', '节日福利']","['界面设计', '仙侠风', '界面拼接', 'UI拼接', 'unity']"
unity特效师,8-12K,1-3年,大专,上海,徐汇区,漕河泾,艺诣,20-99人,游戏,"['带薪年假', '节日福利', '加班补助', '团建聚餐', '定期体检', '年终奖', '全勤奖', '绩效奖金', '五险一金', '员工旅游', '零食下午茶']",[]
3D特效培训总监,40-70K,5-10年,学历不限,上海,闵行区,虹桥,名匠,1000-9999人,游戏,"['绩效奖金', '零食下午茶', '五险一金', '节日福利']","['3ds MAX', 'unity', 'ps', 'AE', 'ue5', 'Maya']"
技术策划负责人,40-60K·15薪,5-10年,本科,上海,,,某中型全球游戏研发和发行公司,500-999人,游戏,"['带薪年假', '股票期权', '免费班车', '年终奖', '五险一金', '员工旅游', '节日福利', '交通补助', '包三餐', '定期体检', '零食下午茶']","['技能系统设计', 'Unity', 'RPG游戏']"
游戏测试,10-15K,1-3年,大专,上海,黄浦区,打浦桥,犬酱组,20-99人,游戏,"['周年礼物', '全勤奖', '节日福利', '零食下午茶', '年终奖', '五险一金', '生日福利', '交通补助', '餐补', '团建聚餐', '定期体检', '带薪年假']","['手游测试经验', 'unity']"
资深引擎开发工程师,30-50K·16薪,5-10年,本科,上海,,,某知名游戏公司,1000-9999人,游戏,"['带薪年假', '生日福利', '定期体检', '补充医疗保险', '节假日加班费', '团建聚餐', '五险一金', '节日福利', '免费班车', '年终奖', '交通补助']","['Unity3D', 'C/C++', 'C#', 'Unity3D开发经验', '3D游戏客户端开发经验', '手游开发经验']"
2D资深特效师,11-19K,5-10年,学历不限,上海,浦东新区,南码头,茉萱信息,20-99人,游戏,[],"['Spine', 'unity']"
VR游戏开发UE/Unity客户端,15-25K,3-5年,本科,上海,普陀区,长寿路,上海二马新艺文化传媒,20-99人,文化艺术/娱乐,"['员工旅游', '定期体检', '带薪年假', '年终奖', '绩效奖金', '五险一金']","['UE4', 'Unity3D', 'C/C++', '游戏客户端开发经验', 'UE4开发经验']"
Unity客户端开发,11-16K,1-3年,本科,上海,徐汇区,龙华,亿达信息,1000-9999人,计算机软件,"['五险一金', '带薪年假', '补充医疗保险', '节日福利', '加班补助', '定期体检']",['Unity3D']
Unity场景编辑,25-50K·16薪,3-5年,本科,上海,浦东新区,张江,百度,10000人以上,互联网,"['免费班车', '补充医疗保险', '定期体检', '节日福利', '五险一金', '加班补助', '交通补助', '住房补贴', '通讯补贴', '零食下午茶', '娱乐健身', '带薪年假', '员工旅游', '餐补', '年终奖']",['游戏动画经验']
客户端开发-版本构建与资源管理(H6505),30-60K·16薪,5-10年,本科,上海,,,沐瞳科技,1000-9999人,游戏,"['团建聚餐', '员工旅游', '零食下午茶', '六险一金', '带薪年假', '项目奖金', '补充医疗保险', '生日福利', '股票期权', '定期体检', '年终奖', '节日福利']","['Unity3D', 'C#', '计算机/软件工程相关专业']"
设备软件工程师,15-23K,1-3年,本科,上海,浦东新区,康桥,惠甫医疗,0-20人,医疗器械,"['年终奖', '生日福利', '五险一金', '带薪年假', '绩效奖金', '员工旅游', '定期体检']","['前端、后端', 'unity', '康复软件']"
游戏测试【社交app】,11-20K,3-5年,本科,上海,浦东新区,三林,竹子互联网信息服务,100-499人,游戏,"['员工旅游', '定期体检', '生日福利', '交通补助', '团建聚餐', '三餐', '五险一金', '住房补贴', '带薪年假', '年终奖', '有无线网', '零食下午茶', '节日福利', '包吃', '亲属体检补贴']","['计算机相关专业', '丰富的游戏经验', '开发经验', 'unity', '社交app', '沙盒游戏']"
游戏UI界面重构UI拼接（外派岗位）,10-15K,1-3年,学历不限,上海,,,乾罡,20-99人,游戏,"['每月绩效奖金', '员工旅游', '带薪年假', '年终奖', '定期体检', '周末双休', '五险一金', '节日福利']","['unity', '界面设计', 'PS', '切图和标注', 'cocos', 'ui拼接']"
Unity美术,12-17K,1-3年,本科,上海,黄浦区,人民广场,迷茵科技,0-20人,游戏,[],"['多风格擅长', '3D场景']"
unity游戏开发工程师,10-11K,1-3年,本科,上海,闵行区,颛桥,洲享,100-499人,计算机软件,"['五险一金', '加班补助', '年终奖', '带薪年假', '住房补贴']","['Unity3D', 'C#', 'OpenGL', '计算机/软件工程相关专业', 'Unity3D开发经验', 'VR/AR开发经验']"
Unity研发工程师（VR/AR）,10-15K,3-5年,大专,上海,长宁区,仙霞,铜豆,0-20人,计算机软件,[],['游戏引擎']
游戏运营,10-15K,1-3年,大专,上海,徐汇区,徐家汇,博彦科技,10000人以上,计算机软件,"['节日福利', '定期体检', '带薪年假', '五险一金', '年终奖', '免费班车']","['资深游戏玩家', '游戏内容运营', '游戏社群/用户运营', 'unity', '宣发']"
3D图形算法工程师（渲染方向）,25-35K,1-3年,硕士,上海,静安区,汶水路,上海米居,1000-9999人,互联网,"['五险一金', '生日祝福', '节日福利', '部门团建经费', '年会旅游', '员工旅游', '工作餐']","['C++', '视觉图像算法', '深度学习算法', 'OpenGL', 'UE4', 'unity', '3D图形学']"
网易游戏 - 客户端开发（双休）,17-21K·13薪,经验不限,本科,上海,徐汇区,漕河泾,网易游戏,10000人以上,游戏,"['定期体检', '员工旅游', '年终奖', '带薪年假', '餐补', '五险一金', '交通补助', '补充医疗保险', '股票期权', '免费班车', '节日福利', '包吃']","['Python', 'unity', '游戏开发', 'gameplay', '服务端']"
游戏技术美术,15-30K,3-5年,本科,上海,松江区,泗泾,上海展旗网络有限公司,20-99人,游戏,"['零食下午茶', '五险一金', '团建聚餐', '定期体检', '员工旅游', '节日福利', '底薪加提成', '生日福利', '带薪年假', '绩效奖金', '年终奖', '工龄奖', '加班补助']","['shader', 'unity', 'UE']"
技术策划负责人,40-60K·15薪,5-10年,本科,上海,,,某中型游戏公司,500-999人,游戏,"['包三餐', '员工旅游', '交通补助', '股票期权', '节日福利', '带薪年假', '定期体检', '年终奖', '零食下午茶', '免费班车', '五险一金']","['MOBA游戏', 'RTS游戏']"
h5游戏,10-15K·13薪,1-3年,大专,上海,静安区,汶水路,咔丘互娱,0-20人,游戏,"['零食下午茶', '年终奖', '带薪年假', '定期体检', '住房补贴', '团建聚餐', '员工旅游', '五险一金', '节日福利', '股票期权', '生日福利']","['Cocos Creator', 'HTML5', 'LayaAir/Egret', '微信小游戏开发经验', 'unity']"
初级unity开发工程师,10-15K,在校/应届,本科,上海,,,波克城市,1000-9999人,游戏,"['团建聚餐', '包吃', '年终奖', '工龄奖', '带薪年假', '五险一金', '补充医疗保险', '员工旅游', '零食下午茶', '节日福利', '定期体检', '住房补贴', '生日福利', '交通补助']","['C#', 'Unity3D', '3D游戏客户端开发经验', '计算机/软件工程相关专业', 'Unity3D开发经验']"
游戏大厂Unity客户端开发,45-75K·16薪,5-10年,本科,上海,,,某大型互联网OTO平台上市公司，主要办公地点在北京、广州、杭州、上海,10000人以上,互联网,"['定期体检', '包吃', '补充医疗保险', '节日福利', '带薪年假', '全勤奖', '免费班车', '五险一金', '年终奖']","['Unity3D', '游戏客户端开发']"
资深游戏特效（unity）,20-30K,3-5年,学历不限,上海,徐汇区,漕河泾,奇源笙网络,20-99人,游戏,"['五险一金', '节日福利', '零食下午茶', '带薪年假', '团建聚餐']","['二次元', '俯瞰']"
unity开发工程师,20-40K·16薪,3-5年,本科,上海,,,某人工智能公司,20-99人,人工智能,"['带薪年假', '生日福利', '绩效奖金', '住房补贴', '餐补', '定期体检', '交通补助', '股票期权', '补充医疗保险', '节日福利', '年终奖', '员工旅游', '保底工资', '五险一金']","['Unity3D', 'C/C++', 'C#', '3ds Max', 'Maya', 'Unity3D开发经验']"
资深Unity开发工程师（偶像梦幻祭）,20-40K·15薪,5-10年,本科,上海,,,某500强上市公司,500-999人,游戏,"['餐补', '节日福利', '通讯补贴', '五险一金', '团建聚餐', '股票期权', '员工旅游', '定期体检', '年终奖', '住房补贴', '交通补助', '带薪年假', '补充医疗保险', '加班补助', '意外险', '零食下午茶', '生日福利']","['Unity3D', '3D游戏客户端开发经验', '手游开发经验', 'shader', '渲染']"
3d地编（unity）,45-65K,3-5年,学历不限,上海,,,某大型已上市互联网公司,1000-9999人,互联网,"['节日福利', '股票期权', '定期体检', '零食下午茶', '五险一金', '补充医疗保险', '年终奖', '带薪年假']",[]
高级Unity引擎开发工程师,30-60K·15薪,5-10年,本科,上海,,,某大型游戏公司,500-999人,游戏,"['年终奖', '意外险', '育儿假', '六险一金', '带薪年假', '交通补助', '生日福利', '节日福利', '零食下午茶', '全勤奖', '通讯补贴', '加班补助', '节假日加班费', '团建聚餐', '员工旅游', '定期体检']","['C/C++', 'Unity3D', '3D游戏客户端开发经验']"
资深游戏客户端开发工程师,40-60K,5-10年,本科,上海,,,某知名游戏公司,1000-9999人,游戏,"['定期体检', '生日福利', '节日福利', '节假日加班费', '年终奖', '免费班车', '五险一金', '交通补助', '团建聚餐', '补充医疗保险', '带薪年假']","['Unity3D', '游戏开发', '游戏客户端']"
资深战斗客户端开发,30-55K·16薪,5-10年,本科,上海,杨浦区,五角场,叠纸游戏,1000-9999人,游戏,"['团建聚餐', '定期体检', '餐补', '带薪年假', '节日福利', '零食下午茶', '补充医疗保险', '员工旅游', '生日福利', '年终奖', '五险一金']","['Unity3D', '3D游戏客户端开发经验', 'Unity3D开发经验', '手游开发经验']"
unity引擎开发,40-60K·16薪,5-10年,本科,上海,,,某大型互联网上市集团公司,500-999人,互联网,[],"['Unity3D', '性能优化']"
资深Unity开发工程师,30-55K·16薪,5-10年,学历不限,上海,,,某中型游戏公司,100-499人,游戏,"['零食下午茶', '节假日加班费', '全勤奖', '五险一金', '餐补', '年终奖', '定期体检']",['前端开发经验']
ui拼接(unity),10-15K,1-3年,学历不限,上海,徐汇区,漕河泾,新木网络,100-499人,游戏,"['交通补助', '员工旅游', '带薪年假', '五险一金']","['切图和标注', '界面设计']"
Unity游戏客户端--上海,50-80K,5-10年,本科,上海,,,某游戏公司,0-20人,游戏,[],"['Unity3D', 'UE4', 'C/C++', 'UE4开发经验', '计算机/软件工程相关专业', '预测回滚方案', 'unity开发']"
资深unity战斗开发（暗黑写实多人协作竞技,30-55K,5-10年,本科,上海,徐汇区,漕河泾,Garena,1000-9999人,游戏,"['零食下午茶', '补充医疗保险', '餐补', '股票期权', '年终奖', '定期体检', '带薪年假', '五险一金']","['Unity3D', 'C#', '3D游戏客户端开发经验', 'Unity3D开发经验', '手游开发经验']"
Unity游戏客户端开发,50-80K·16薪,5-10年,大专,上海,,,某大型游戏公司,100-499人,游戏,"['五险一金', '交通补助', '带薪年假', '加班补助', '通讯补贴', '员工旅游', '年终奖', '补充医疗保险', '节日福利', '全勤奖', '包吃', '定期体检', '餐补', '零食下午茶']","['Unity3D', '3D游戏客户端开发经验', 'Unity3D开发经验', 'U3D']"
资深场景模型师,35-50K·16薪,5-10年,大专,上海,,,某大型网络游戏上市公司,1000-9999人,游戏,"['节日福利', '餐补', '年终奖', '补充公积金', '补充医疗保险', '员工旅游', '生日福利', '团建聚餐', '五险一金', '定期体检', '带薪年假', '交通补助', '法定节假日三薪']","['建筑规划', '山石 植被 硬表面', '雕刻 sd材质 道具模块']"
Unity游戏客户端开发（工具）-预研,30-60K·16薪,5-10年,本科,上海,徐汇区,漕河泾,米哈游,1000-9999人,游戏,"['定期体检', '团建聚餐', '年会福利', '带薪年假', '年终奖', '零食下午茶', '节日福利', '五险一金', '补充医疗保险']","['Unity3D', 'Unity3D开发经验', '3D游戏客户端开发经验']"
3D特效,12-18K,1-3年,学历不限,上海,浦东新区,张江,深圳魔术盒,20-99人,游戏,"['五险一金', '带薪年假', '全勤奖', '员工旅游', '补充医疗保险', '股票期权', '加班补助']","['unity', 'ps半写实', '卡通类']"
高级Unity游戏特效师（二次元风格）急急急,15-23K,5-10年,大专,上海,浦东新区,张江,上海动效喵,20-99人,游戏,"['节日福利', '加班补助', '零食下午茶', '带薪年假', '保底工资', '团建聚餐', '绩效奖金', '五险一金']","['U3D特效', 'Unity 3D', 'U3D', '二次元', 'unity特效']"
Senior Mobile Unity Developer 早9晚6,25-35K,3-5年,本科,上海,,,某大型培训公司,10000人以上,培训/辅导机构,[],['Unity3D']
技术美术工程师（程序方向）,16-30K·14薪,在校/应届,本科,上海,长宁区,仙霞,友塔游戏,1000-9999人,游戏,"['定期体检', '大佬零距离', '房补', '餐补', '带薪年假', '零食下午茶', '节日福利', '年终奖', '交通补助', '私人定制导师', '丰富趣味活动', '五险一金', '超大晋升空间']","['C/C++', '图形开发/渲染', 'C++', 'C', 'C#', '计算机图形学', 'U3D/UE4', '图形开发经验', 'unity', 'UE4']"
unity开发专员,13-26K,1-3年,学历不限,上海,徐汇区,漕河泾,游族网络,1000-9999人,游戏,"['带薪年假', '定期体检', '五险一金', '全勤奖', '员工旅游', '补充医疗保险', '餐补', '零食下午茶', '节日福利', '年终奖']","['Unity3D', 'C#', 'Lua', '手游开发经验', 'Unity3D开发经验']"
Unity游戏客户端开发（系统）,35-55K·14薪,3-5年,本科,上海,,,某知名游戏公司,1000-9999人,游戏,"['定期体检', '团建聚餐', '节日福利', '零食下午茶', '年终奖', '补充医疗保险', '带薪年假', '五险一金', '年会福利']","['Unity3D', '3D游戏客户端开发经验', 'Unity3D开发经验', 'UI框架', 'gameplay']"
