position_name,company_name,salary,work_city,work_exp,education,company_size,company_type,industry,position_url,job_summary,welfare,salary_count
软件开发工程师（Python方向）,武汉星星人力资源有限公司,1万-1.2万,北京,5-10年,本科,20-99人,民营,企业服务,http://www.zhaopin.com/jobdetail/CCL1469798360J40631767606.htm,配合大模型，帮着执行大模型，不需要建模岗位职责：1 编程语言应用：熟练掌握Python、Java等编程语言，能够高效编写和维护代码，具备良好的编程习惯和代码规范。2 数据库与缓存技术：熟悉主流数据库（如MySQL、PostgreSQL等）的使用和管理，了解缓存技术（如Redis、Memcached等），并能应用于实际项目中提升系统性能。3 操作系统操作：熟悉Linux系统的基本操作，能够进行日常的...,,
python客户端开发,软通动力信息技术(集团)股份有限公司,9千-1.6万,北京,1-3年,本科,10000人以上,民营,互联网,http://www.zhaopin.com/jobdetail/CC000544460J40649974616.htm,1.有2年以上编程经验，熟练掌握python开发，懂pyqt，有图像处理或者数据处理经验者加分2.使用python开发过客户端（若没有此经验，C++／C开发后期愿意转python也OK） 3.会C加分。 4.良好的沟通能力 5.工作责任心强,,
python后端开发工程师,首聘(北京)科技有限公司,1.3万-1.4万,北京,3-5年,大专,1000-9999人,民营,企业服务,http://www.zhaopin.com/jobdetail/CCL1272782040J40707077014.htm,工作内容：1、负责后端、服务端系统开发的工作；2、负责后端架构的设计、实现、改进和优化；3、保证系统的高可用性，持续优化和扩展服务 ;4、设计应用数据结构，设计并优化数据库，并通过不同数据存储方式的组合满足需求；5、新技术、新课题的研究与开发，持续提升优化系统性能，保证系统运行的安全、稳定与效率。岗位要求：1、3年以上工作经验；Web类相关开发经验3年以上，以及3年以上基于Linux或Unix平台...,,
昇腾FAE(AI),嘉环科技股份有限公司,1.1万-2.1万,北京,3-5年,本科,10000人以上,民营,通信/网络设备,http://www.zhaopin.com/jobdetail/CC249365810J40665012305.htm,岗位职责：1. 负责AI框架和模型适配开发和调优，联合合作伙伴进行方案设计、构建、迁移、适配AI解决方案，支撑项目高质量交付，提升产品使用体验和效率。 2. 基于昇腾计算的Atlas硬件平台，联合合作伙伴进行PyTorch/MindSpore/TensorFlow模型的训练和推理调优，提升模型性能/精度。 3. 负责向ISV宣讲、交流昇腾成熟解决方案及案例，推动方案的复制、落地；对ISV技术部门持...,,
车载测试-学历不限,软通动力信息技术(集团)股份有限公司,8千-1.1万,北京,3-5年,大专,10000人以上,民营,互联网,http://www.zhaopin.com/jobdetail/CC000544460J40657925016.htm,外包小米 长期项目 学历放宽具备AI语音助手测试经验（云小微智能助手、小度、小爱等优先）涉及对应手机或车载端经验优先工作时：9：30-20：00要求：有手机语音、车载语音、机器人、声学语音相关工作经验者优先有熟练驾驶经验者优先工作内容：1. 负责智能语音APP在手机、汽车等设备上的终端测试，包含制定测试方案、编写测试用例、识别交付风险，整体把控项目的测试进度和质量，高质量高效率地完成业务交付2. ...,,
Python开发工程师,北京文泽智远信息技术有限公司,1.5万-2万,北京,3-5年,本科,20-99人,民营,计算机软件,http://www.zhaopin.com/jobdetail/CC487016930J40156769608.htm,职位描述：1、使用Python，进行气象领域预报算法开发；2. 对气象大数据进行开发处理；3、与客户紧密配合，进行系统的需求分析和系统设计，；任职要求：1、大气科学、计算机、数学或相关专业本科或以上学历；2、3年以上Python实际项目经验，熟悉Numpy、Scipy等数值处理库；3、能够根据项目任务进行需求分析及任务分解，并合理安排团队人员进行任务开发；4、有责任心，做事细心，踏实，勤奋；,"五险一金,周末双休,有餐补,节日慰问",
Python软件研发工程师（HCM）,浪潮集团,1.2万-2.4万,北京,3-5年,本科,10000人以上,国企,IT服务,http://www.zhaopin.com/jobdetail/CC120143600J40802705015.htm,"岗位职责：负责人力资源SaaS平台功能模块开发，保证系统高可用。技能要求：1.熟练使用python，至少熟悉tornado、Django、flask中一种，构建过nginx + uWSGI + python的web-services者优先；2.熟悉Linux/Unix平台，能熟练使用python, shell 等脚本语言进行系统日志分析；3.熟悉mysql，熟练使用redis、MQ、celery等...",,
开发工程师 （月薪：1.2万 – 3万）,广州市九重天信息科技有限公司,1.2万-2.4万,北京,3-5年,本科,20-99人,民营,计算机硬件,http://www.zhaopin.com/jobdetail/CC158467510J40605768603.htm,岗位定位:负责在多方安全计算、同态加密、联邦学习等技术领域进行程序开发、测试及调优，实现相关程序在实际业务领域的应用落地。任职要求：1. 具有计算机科学、密码学等相关专业背景，具有较强逻辑分析能力与学习能力；2. 熟悉密码学、隐私计算相关技术，如同态加密、多方安全计算、联邦学习等，并有开发实践经验；3. 熟悉C++、Java、Python等开发语言，算法基础扎实；4. 熟练掌握Linux环境编程，...,,
编程教师,北京市海淀外国语实验学校,9千-1.2万,北京,经验不限,本科,1000-9999人,民营,培训/辅导服务,http://www.zhaopin.com/jobdetail/CC191288020J40183586008.htm,"描述/要求：1、要求理工科专业背景，本科及以上学历；2、中小学科学课经验者优先；3、精通python、C或Java等至少1门编程语言，动手能力强，有STEAM,STEM课程开发经验优先考虑。4、精通office，WPS等办公软件，会使用视频编辑合成软件，有一定的文案能力。福利待遇：1、完善的薪资福利待遇：五险一金、定期培训、带薪（寒暑）假期、一年5次过节费、 优秀教师每年多次奖励；优秀教师享有公务...","五险一金,寒暑假,节日慰问,带薪旅游,免费健身,体检福利,周末双休,全勤奖,带薪假期,包吃包住",
java/Python/C/C++/JS/AI算法/软件测试,外企德科数字技术有限公司,1.6万-3万,北京,经验不限,本科,10000人以上,合资,人力资源服务,http://www.zhaopin.com/jobdetail/CCL1480117890J40664593505.htm,1、本科及以上学历；2、熟悉Java，C/C++，Python等任意一种后端开发技术；3、编写概要设计能力要强；4、沟通表达能力较好，逻辑思维清晰；5、资深导师专业带教，六险一金，法定节假日福利，内部知识论坛；6、薪资架构：薪资薪资+绩效工资+年终奖，周末加班双倍。岗位要求岗位要求 1、计算机、软件、通信等相关专业，统招本科及以上学历； 2、基础扎实，熟悉掌握但不限于Python/JAVA/C++...,"六险一金,法定节假日",
Python讲师,北京童程时代科技有限公司,1万-1.1万,北京,经验不限,本科,1000-9999人,民营,在线教育,http://www.zhaopin.com/jobdetail/CCL1300326550J40357394306.htm,童程童美---达内教育集团旗下少儿编程品牌，属于业部头部品牌这里课程丰富，比赛资源多，工作氛围好，弹性上班，带薪培训，北京22家校区就近分配，接受无经验应届生，往届生，感兴趣的来投递简历吧~【工作时间】早10晚7或者下午1点到晚上9点，周一周二休息【工作内容】1、教授乐高机器人编程课程如：wedo、EV3 正式课，体验课，相关比赛，集训营。2、辅助招生和续费【薪资福利】1、无责底薪5-7k+课时费...,"弹性工作,就近分配,无责底薪,提成,五险一金,带薪假期,定期团建,节日慰问,大牛带队",
AIGC开发工程师,深圳思特顺科技有限公司,1.5万-2.3万,北京,3-5年,本科,100-299人,民营,计算机软件,http://www.zhaopin.com/jobdetail/CC851205430J40717751805.htm,具备Java和Python编程技能，以及在机器学习和人工智能领域的实践经验。我们期待您能够在一个快节奏、跨职能的环境中发挥作用，为公司的智能产品和服务的开发做出贡献。主要职责：* 设计、开发和维护用于数据分析和AIGC应用的大型软件系统。* 使用Java和Python实现高性能的算法和数据处理工具。* 编写清晰、可维护的代码，确保系统的可靠性和可扩展性。* 持续学习和评估新技术，以保持技术领先地位...,,
GIS前后端开发,爱多邦(北京)信息技术服务有限公司,1.5万-2万,北京,3-5年,本科,100-299人,民营,通信/网络设备,http://www.zhaopin.com/jobdetail/CC185804120J40685587712.htm,岗位职责：1、熟练使用C++语言和QT框架进行代码编写，具备军事仿真推演项目研发经验；2、熟悉主流仿真引擎底层框架编写规范，熟悉架构设计，能够进行底层代码编写，熟悉AFSim仿真引擎底层框架代码编写的优先；3、解决项目过程中的重大关键技术问题，以及项目在生产转化过程中的问题；4、能够制定技术开发代码规范、技术开发标准、测试标准等规范性文件。任职要求：1、一本院校仿真专业硕士毕业，985/211院校...,,
Python开发工程师（银行项目）,软通动力信息技术(集团)股份有限公司,1万-1.6万,北京,3-5年,本科,10000人以上,民营,互联网,http://www.zhaopin.com/jobdetail/CC000544460J40291919516.htm,"Python应用开发工程师 方向： 1、人工智能、自然语言处理应用落地； 2、技术跟进及研究。 职位要求: 1、有扎实的Python编程功底，熟练掌握 Python 语言特性，如协程/多线程/多进程； 2、熟悉常用Python服务框架（如Django, Flask, FastAPI等）； 3、熟悉大模型相关知识，熟悉prompt编写； 4、热爱计算机编程，具备较强的思考和解决问题的能力； 5、有开...","五险一金,全勤奖,弹性工作,法定工作时间,周末双休,带薪旅游,体检福利,带薪假期",13薪
游戏平台系统架构师,奇虎360,面议,北京,5-10年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC467717610J40528711205.htm,岗位职责：1、根据系统软件需求对系统进行总体架构设计，包括逻辑架构设计、物理架构设计、运行架构设计、数据架构设计、安全设计等工作；2、具有大型分布式、高并发、高负载、高可用系统设计、开发和调优经验；3、根据需求和设计进行系统功能开发、单元测试，系统构建、系统集成、应用部署等工作；4、研究前沿技术，并将其引入到项目应用；解决技术难题，为他人提供技术指导；5、参与技术团队规划、管理以及质量过程管理。任...,,
Python,中科软科技股份有限公司,1.5万-1.8万,北京,3-5年,本科,1000-9999人,股份制企业,计算机软件,http://www.zhaopin.com/jobdetail/CC120160390J40654582016.htm,1、根据人工智能产品的需求，进行应用架构设计与研发； 2、研究主流人工智能产品的应用实现，完成产品开发落地及迭代优化；参与系统性能的优化； 3、负责人工智能技术在 OA 中的应用，包括计算机视觉、自然语言理解等主流人工智能技术； 4、设计人工智能产品在国产化计算环境下的技术方案； 5、参与方案讨论、技术研究及参与解决开发中的技术难题。 任职要求： 1、计算机、自动化、通信、信息工程相关等专业本科及...,,
Python开发（FastAPI）,软通动力信息技术(集团)股份有限公司,1.4万-1.9万,北京,3-5年,大专,10000人以上,民营,互联网,http://www.zhaopin.com/jobdetail/CC000544460J40660786416.htm,"外包小米长期项目需要具备FastAPI技术栈经验工作内容1. 负责团队AI工作台后端服务的开发、调试和维护。2. 建设高效开发的组件设施，提升研发效率。任职要求精通Python编程语言及其生态系统，熟悉常见的Python Web框架如Django, Flask等。熟悉RESTful API设计原则，有微服务架构下的API设计和实现经验。对数据库有深刻的理解，包括关系型数据库（如MySQL, Pos...",,
golang,上海微创软件股份有限公司,1.5万-1.7万,北京,3-5年,本科,10000人以上,合资,IT服务,http://www.zhaopin.com/jobdetail/CC000638920J40705379714.htm,职位描述： 1、负责国际支付用户信息系统的架构设计、建设和优化，保证工程质量和扩展性。2、负责解决用户信息数据准确、冲突问题，确保用户信息数据正确性。3、参与设计和建设用户信息管理平台，统一国际支付对于用户信息的管理和使用。职位要求： 1、本科以上学历，计算机/通信 相关专业2、3年以上互联网工作经验。3、熟悉Golang/Python 至少一种语言，有良好的数据结构和算法基础。4、有优秀的系统设...,,
python编程讲师,北京童程时代科技有限公司,1.2万-2万,北京,经验不限,本科,1000-9999人,民营,在线教育,http://www.zhaopin.com/jobdetail/CCL1300326550J40359076606.htm,【工作职责】 1、授课：按照课表安排，准时进班授课，负责班级日常教学活动和管理，对学生满意度和授课质量负责； 2、教学设备与教具管理：负责教学设备与相关教具的日常管理与维护，与财务人员配合完成每月固定资产的盘点； 【任职要求】 1、计算机类相关专业，本科以上学历优先考虑； 2、熟悉Python、Java、Js、HTML等编程语言之一； 3、善于沟通表达，逻辑清晰，能与孩子及家长进行有效的交流互动；...,"大牛带队,无责底薪,六险一金,有餐补,股票期权,优秀员工奖,节日慰问,法定工作时间,带薪假期",
软件系统开发工程师（医疗软件）,国网信息通信产业集团有限公司北京分公司,1.3万-2万,北京,3-5年,本科,100-299人,国企,通信/网络设备,http://www.zhaopin.com/jobdetail/CC505288980J40611905608.htm,"工作职责：1. 能够理解产品需求,进行代码开发,保证代码质量、可靠性和性能达标;2. 参与产品研发工作、接口设计、实现及文档编写;3. 按时保质的完成工作,配合产品、方案完成交付工作;4. 负责日常线上系统运维,包括接口服务,数据处理等;5. 系统故障解决,对系统进行性能调优；6. 完成公司及部门领导安排的其他工作内容。任职要求：1、本科及以上学历，26岁到40岁左右，计算机、软件工程、数学等相关...",,
python开发工程师,软通动力信息技术(集团)股份有限公司,1万-1.5万,北京,3-5年,本科,10000人以上,民营,互联网,http://www.zhaopin.com/jobdetail/CC000544460J40655007516.htm,"要求:1.熟悉Python编程语言开发;2.熟悉Git,SVN代码版本控制软件，熟悉gerrit,gitlab,github等代码持续集成平台;3.熟悉Linux基本开发环境，基础命令:有Shel脚本开发经验优先4.熟悉cmake、make等编译工具语法，使用优先;5.统招本科电子信息及计算机相关专业",,
高级爬虫工程师,华创思为(北京)科技股份有限公司,1.7万-2.5万,北京,经验不限,本科,20-99人,,旅游服务,http://www.zhaopin.com/jobdetail/CCL1483828460J40761904104.htm,1.负责国际机票系统的研发工作;2.负责分布式采集系统的建设与迭代优化，负责数据调度、采集、数据结构化、持久化全链路核心流程迭代升级；3.能够快速准确的采集各个航司平台的数据，出现问题后能够快速的快速定位及解决并进行系统修复。4.负责日常的系统维护，疑难问题的技术攻关和解决，核心系统的优化和重构；5.参与后端架构的设计与开发工作，保证系统的稳定性与扩展性；6.参与系统调研、业务梳理，进行系统分析、...,,
python代码标注工程师,博彦科技承德有限公司,1.5万-2万,北京,3-5年,本科,1000-9999人,股份制企业,IT服务,http://www.zhaopin.com/jobdetail/CC637366030J40631602606.htm,本岗位是做AI大模型代码标注，开发定薪；工作主要使用python语言，所以python代码熟练愿意考虑的同学都可以哦~欢迎同学们投递~职位描述： 1.根据业务需求设计和制定标准化的标注规则，提高大模型性能。 2.分析复杂的逻辑和代码问题，能以清晰、准确的方式进行表达。 3.与算法、工程和产品团队密切合作，制定规则标准并优化标注工具。 4.应用 Prompt Engineering 等先进技术，提升...,,
爬虫,北京荣邦瑞明投资管理有限责任公司,8千-1.5万,北京,1-3年,本科,20-99人,民营,咨询服务,http://www.zhaopin.com/jobdetail/CC430362220J40369442510.htm,1、业务经验要求：网络数据爬取经验，百万级别以上数据程序化处理经验，复杂逻辑编码经验，与业务融合开发经验；2、专业技能要求：基础技能python+mysql+VBA，掌握http请求、了解前端代码，熟练使用正则、xpath、css等模块，了解PHP代码编写；3、人品态度要求：勤奋、钻研、挑战。职位福利：周末双休、弹性工作、带薪年假、五险一金、出差补贴,"周末双休,弹性工作,带薪假期,五险一金,出差补贴",
数据统计分析师,国网信通亿力科技有限责任公司,1.4万-2万,北京,1-3年,本科,1000-9999人,国企,计算机软件,http://www.zhaopin.com/jobdetail/CC146246610J40627745106.htm,1、熟练掌握office（word、PPT、Excel等），掌握统计分析方法及相关软件（如 SPSS、Python等），了解电力系统基础知识者优先。2、有2-3年统计分析工作经验，参与过大型电力项目的电量数据相关统计分析工作经验优先。3、对电量数据敏感，能识别异常数据，需定期撰写高质量统计分析报告，服务决策，有较强写作功底者优先。4、善于与内外部沟通协作，保障数据准确及对接顺畅。5、关注行业动态，...,,
python(编号：006）AI原生/大模型方向12k,博彦科技承德有限公司,1.1万-1.2万,北京,1-3年,大专,1000-9999人,股份制企业,IT服务,http://www.zhaopin.com/jobdetail/CC637366030J40581590006.htm,1、2年以上Python程序开发经验，熟练使用Python语言进行开发；2、扎实的算法和数据结构基础，优秀的业务理解能力和编码能力；3、能够独立完成模块的开发和设计工作，能够按照规范独立完成编码和单元测试；4、具备良好的团队合作精神和沟通能力，能够在跨职能团队中有效工作；5、新技术、新课题的研究与开发，持续提升优化系统性能，保证系统运行的安全、稳定与效率。1、负责大模型应用的效果评测相关工作，包括...,,
软件开发（Java、C、C++、前端、python等）,外企德科数字技术有限公司,2万-4万,北京,经验不限,本科,10000人以上,合资,人力资源服务,http://www.zhaopin.com/jobdetail/CCL1480117890J40684164305.htm,【岗位要求】1、计算机、软件、通信等相关专业本科及以上学历；2、热爱编程，基础扎实，熟悉掌握但不限于JAVA/C++/C/Python/JS/HTML/GO等其中一种编程语言，有良好的编程习惯；3、具备独立工作能力和解决问题的能力、善于沟通，乐于合作，热衷新技术，善于总结分享，喜欢动手实践；4、对数据结构、算法有一定了解；【岗位职责】在这里，你将从事IT应用层软件、分布式云化软件、互联网软件等的设...,,16薪
